1.1112	1.28351	2.42147e-06
1.11132	1.28351	4.28699e-06
1.11143	1.28351	5.5181e-06
1.11155	1.28351	5.74393e-06
1.11167	1.28351	5.32658e-06
1.11179	1.28351	4.41927e-06
1.11191	1.2835	3.46309e-06
1.11203	1.2835	4.16458e-06
1.11215	1.2835	4.61073e-06
1.11227	1.2835	5.16683e-06
1.11239	1.2835	5.5406e-06
1.11251	1.2835	5.37247e-06
1.11263	1.2835	5.00534e-06
1.11275	1.28349	5.19205e-06
1.11287	1.28349	5.37535e-06
1.11299	1.28349	4.64799e-06
1.11311	1.28349	3.96185e-06
1.11323	1.28349	3.38473e-06
1.11335	1.28349	4.03344e-06
1.11346	1.28348	4.19979e-06
1.11358	1.28348	3.38266e-06
1.1137	1.28348	4.04414e-06
1.11382	1.28348	4.59206e-06
1.11394	1.28348	3.79158e-06
1.11406	1.28348	4.75931e-06
1.11418	1.28348	5.5934e-06
1.1143	1.28347	3.74252e-06
1.11442	1.28347	2.53443e-06
1.11454	1.28347	3.225e-06
1.11466	1.28347	4.27885e-06
1.11478	1.28347	4.85473e-06
1.1149	1.28347	4.62089e-06
1.11502	1.28346	4.24947e-06
1.11514	1.28346	3.72531e-06
1.11526	1.28346	4.46864e-06
1.11538	1.28346	5.27437e-06
1.1155	1.28346	5.28624e-06
1.11562	1.28346	4.47086e-06
1.11574	1.28346	3.61725e-06
1.11586	1.28345	3.46152e-06
1.11598	1.28345	3.11126e-06
1.1161	1.28345	3.09499e-06
1.11622	1.28345	3.3879e-06
1.11634	1.28345	3.36312e-06
1.11646	1.28345	2.77924e-06
1.11658	1.28344	3.72171e-06
1.1167	1.28344	4.35679e-06
1.11682	1.28344	2.86997e-06
1.11695	1.28344	3.22814e-06
1.11707	1.28344	3.87467e-06
1.11719	1.28344	4.00076e-06
1.11731	1.28344	4.41938e-06
1.11743	1.28343	3.91751e-06
1.11755	1.28343	3.87971e-06
1.11767	1.28343	3.05515e-06
1.11779	1.28343	2.6401e-06
1.11791	1.28343	3.34968e-06
1.11803	1.28343	3.80481e-06
1.11815	1.28342	3.65954e-06
1.11827	1.28342	2.75278e-06
1.11839	1.28342	2.32995e-06
1.11851	1.28342	2.55762e-06
1.11863	1.28342	3.24079e-06
1.11875	1.28342	4.22222e-06
1.11887	1.28341	4.166e-06
1.119	1.28341	3.26101e-06
1.11912	1.28341	3.26469e-06
1.11924	1.28341	3.25349e-06
1.11936	1.28341	2.87393e-06
1.11948	1.28341	2.70813e-06
1.1196	1.2834	3.66578e-06
1.11972	1.2834	3.42242e-06
1.11984	1.2834	2.3444e-06
1.11996	1.2834	1.99748e-06
1.12008	1.2834	2.06953e-06
1.12021	1.2834	3.08979e-06
1.12033	1.2834	3.8557e-06
